,0
Age,1.1246703774273576
Gender,0.4997859451025851
Ethnicity,1.0316046640016503
ParentalEducation,0.9889106306177724
StudyTimeWeekly,5.701357718086962
Absences,8.484878227398186
Tutoring,0.4591189461158651
ParentalSupport,1.117896644548154
Extracurricular,0.4853450799750054
Sports,0.4602368320809523
Music,0.3985032443176021
Volunteering,0.36306127130425836
GPA,0.916360310105442
